,cust_id,transaction_type,transaction_date,subscription_type,customer_gender,age_group,customer_country,referral_type,price
8949,8950,initial,2022-09-01,BASIC,Male,55-65,Sweden,Missing referral type,53
8950,8951,UPGRADE,2021-12-01,MAX,Female,45-54,Finland,Paid Search,109
8951,8952,initial,2022-10-01,PRO,Other,25-34,Sweden,Missing referral type,85
8952,8953,initial,2020-06-01,BASIC,Other,25-34,Sweden,Display,33
8953,8954,UPGRADE,2020-10-01,MAX,Female,18-24,Sweden,Organic Search,99
8954,8955,CHURN,2022-04-01,PRO,Female,35-44,Sweden,Organic Search,85
8955,8956,REDUCTION,2022-07-01,BASIC,Other,55-65,Finland,Paid Search,53
8956,8957,initial,2022-10-01,PRO,Other,18-24,Sweden,Missing referral type,85
8957,8958,UPGRADE,2021-07-01,MAX,Other,35-44,Sweden,Missing referral type,109
8958,8959,UPGRADE,2020-11-01,MAX,Female,45-54,Finland,Missing referral type,99
8959,8960,REDUCTION,2022-02-01,BASIC,Other,35-44,Sweden,Google Ads,53
8960,8961,UPGRADE,2021-08-01,MAX,Other,25-34,Sweden,Missing referral type,109
8961,8962,UPGRADE,2021-08-01,MAX,Male,18-24,Norway,Paid Search,109
8962,8963,CHURN,2020-09-01,PRO,Female,25-34,Denmark,TV,65
8963,8964,CHURN,2022-05-01,BASIC,Other,45-54,Finland,Organic Search,53
8964,8965,CHURN,2021-09-01,BASIC,Female,25-34,Denmark,TV,43
8965,8966,CHURN,2022-02-01,BASIC,Male,18-24,Sweden,TV,53
8966,8967,UPGRADE,2022-07-01,MAX,Other,35-44,Sweden,Missing referral type,119
8967,8968,REDUCTION,2022-05-01,BASIC,Other,45-54,Sweden,Missing referral type,53
8968,8969,REDUCTION,2022-07-01,PRO,Other,35-44,Sweden,Display,85
8969,8970,initial,2021-10-01,PRO,Male,55-65,Norway,Paid Search,75
8970,8971,initial,2022-02-01,PRO,Other,55-65,Sweden,Organic Search,85
8971,8972,REDUCTION,2022-01-01,PRO,Other,35-44,Finland,Paid Search,85
8972,8973,CHURN,2021-01-01,PRO,Other,35-44,Sweden,Missing referral type,75
8973,8974,REDUCTION,2020-09-01,BASIC,Other,18-24,Sweden,TV,33
8974,8975,UPGRADE,2021-11-01,PRO,Other,35-44,Denmark,facebook,75
8975,8976,initial,2022-03-01,BASIC,Female,55-65,Sweden,facebook,53
8976,8977,REDUCTION,2022-02-01,PRO,Other,25-34,Norway,facebook,85
8977,8978,initial,2022-08-01,PRO,Other,45-54,Denmark,Missing referral type,85
8978,8979,UPGRADE,2022-02-01,MAX,Female,25-34,Norway,Missing referral type,119
8979,8980,initial,2022-08-01,MAX,Other,18-24,Denmark,Missing referral type,119
8980,8981,UPGRADE,2021-12-01,PRO,Male,55-65,Sweden,Missing referral type,75
8981,8982,initial,2021-09-01,BASIC,Female,35-44,Norway,Missing referral type,43
8982,8983,CHURN,2022-10-01,BASIC,Other,55-65,Finland,facebook,53
8983,8984,UPGRADE,2021-08-01,MAX,Male,35-44,Finland,facebook,109
8984,8985,UPGRADE,2022-09-01,MAX,Other,55-65,Sweden,Missing referral type,119
8985,8986,initial,2021-09-01,BASIC,Male,35-44,Sweden,Missing referral type,43
8986,8987,initial,2021-09-01,MAX,Other,45-54,Finland,Missing referral type,109
8987,8988,initial,2022-08-01,PRO,Female,25-34,Norway,Missing referral type,85
8988,8989,initial,2021-05-01,BASIC,Other,18-24,Sweden,Organic Search,43
8989,8990,UPGRADE,2022-10-01,PRO,Male,55-65,Sweden,Missing referral type,85
8990,8991,REDUCTION,2022-05-01,BASIC,Female,35-44,Denmark,facebook,53
8991,8992,initial,2021-12-01,MAX,Other,55-65,Finland,Missing referral type,109
8992,8993,UPGRADE,2021-12-01,MAX,Male,35-44,Sweden,Google Ads,109
8993,8994,UPGRADE,2022-06-01,MAX,Female,55-65,Sweden,Bing,119
8994,8995,UPGRADE,2021-06-01,PRO,Other,55-65,Sweden,Missing referral type,75
8995,8996,REDUCTION,2021-07-01,PRO,Other,25-34,Finland,facebook,75
8996,8997,UPGRADE,2022-10-01,MAX,Male,25-34,Finland,Missing referral type,119
8997,8998,initial,2022-12-01,BASIC,Male,45-54,Finland,Missing referral type,53
8998,8999,UPGRADE,2022-10-01,PRO,Female,18-24,Sweden,Display,85
8999,9000,REDUCTION,2022-01-01,BASIC,Other,18-24,Finland,facebook,53
9000,9001,CHURN,2022-07-01,MAX,Other,18-24,Denmark,facebook,119
9001,9002,CHURN,2021-11-01,BASIC,Male,45-54,Norway,Display,43
9002,9003,UPGRADE,2022-10-01,MAX,Male,45-54,Norway,Organic Search,119
9003,9004,CHURN,2022-10-01,MAX,Other,25-34,Norway,Missing referral type,119
9004,9005,initial,2022-04-01,BASIC,Female,35-44,Norway,Missing referral type,53
9005,9006,CHURN,2022-07-01,BASIC,Other,25-34,Sweden,Missing referral type,53
9006,9007,CHURN,2021-06-01,BASIC,Other,45-54,Finland,facebook,43
9007,9008,UPGRADE,2021-01-01,MAX,Other,18-24,Norway,Google Ads,109
9008,9009,UPGRADE,2020-09-01,MAX,Female,45-54,Norway,Missing referral type,99
9009,9010,UPGRADE,2022-08-01,MAX,Other,35-44,Sweden,Paid Search,119
9010,9011,REDUCTION,2022-08-01,BASIC,Other,55-65,Denmark,Paid Search,53
9011,9012,CHURN,2021-11-01,PRO,Other,18-24,Denmark,Organic Search,75
9012,9013,UPGRADE,2022-07-01,PRO,Female,35-44,Norway,Missing referral type,85
9013,9014,CHURN,2022-09-01,MAX,Male,55-65,Finland,Google Ads,119
9014,9015,UPGRADE,2022-08-01,MAX,Male,35-44,Denmark,Organic Search,119
9015,9016,initial,2022-02-01,BASIC,Female,25-34,Denmark,Organic Search,53
9016,9017,,2022-10-01,MAX,Male,45-54,Sweden,Paid Search,119
9017,9018,UPGRADE,2021-03-01,PRO,Male,25-34,Finland,Missing referral type,75
9018,9019,REDUCTION,2022-01-01,BASIC,Other,45-54,Sweden,Missing referral type,53
9019,9020,UPGRADE,2022-10-01,MAX,Other,18-24,Finland,facebook,119
9020,9021,UPGRADE,2022-11-01,PRO,Other,18-24,Finland,facebook,85
9021,9022,initial,2021-03-01,BASIC,Other,45-54,Norway,Organic Search,43
9022,9023,initial,2022-03-01,PRO,Male,18-24,Sweden,Organic Search,85
9023,9024,UPGRADE,2021-08-01,MAX,Other,25-34,Sweden,Missing referral type,109
9024,9025,CHURN,2022-08-01,MAX,Other,25-34,Finland,Google Ads,119
9025,9026,REDUCTION,2021-04-01,BASIC,Male,18-24,Sweden,Paid Search,43
9026,9027,REDUCTION,2022-03-01,BASIC,Female,35-44,Sweden,Missing referral type,53
9027,9028,UPGRADE,2022-08-01,MAX,Female,35-44,Norway,Organic Search,119
9028,9029,UPGRADE,2021-09-01,MAX,Other,25-34,Denmark,facebook,109
9029,9030,UPGRADE,2022-11-01,MAX,Male,55-65,Norway,Google Ads,119
9030,9031,REDUCTION,2021-06-01,PRO,Other,18-24,Norway,facebook,75
9031,9032,initial,2022-03-01,BASIC,Female,55-65,Norway,Google Ads,53
9032,9033,REDUCTION,2022-10-01,BASIC,Other,35-44,Sweden,Missing referral type,53
9033,9034,REDUCTION,2022-01-01,BASIC,Other,18-24,Norway,facebook,53
9034,9035,initial,2022-11-01,BASIC,Male,25-34,Sweden,Bing,53
9035,9036,initial,2021-01-01,BASIC,Female,25-34,Norway,Missing referral type,43
9036,9037,initial,2022-06-01,MAX,Other,18-24,Norway,facebook,119
9037,9038,UPGRADE,2022-05-01,PRO,Other,35-44,Norway,facebook,85
9038,9039,UPGRADE,2022-02-01,MAX,Other,25-34,Finland,Missing referral type,119
9039,9040,UPGRADE,2021-06-01,MAX,Other,18-24,Norway,Display,109
9040,9041,initial,2022-09-01,PRO,Male,25-34,Denmark,Display,85
9041,9042,initial,2021-12-01,BASIC,Male,25-34,Sweden,Missing referral type,43
9042,9043,CHURN,2022-11-01,MAX,Male,25-34,Denmark,Google Ads,119
9043,9044,initial,2022-12-01,PRO,Other,35-44,Sweden,Google Ads,85
9044,9045,initial,2022-12-01,PRO,Male,35-44,Sweden,Missing referral type,85
9045,9046,REDUCTION,2022-03-01,PRO,Female,35-44,Sweden,facebook,85
9046,9047,initial,2022-07-01,BASIC,Male,18-24,Denmark,Missing referral type,53
9047,9048,UPGRADE,2020-07-01,MAX,Other,35-44,Sweden,Paid Search,99
9048,9049,initial,2022-10-01,BASIC,Male,25-34,Finland,Missing referral type,53
9049,9050,UPGRADE,2021-10-01,MAX,Other,25-34,Denmark,Missing referral type,109
9050,9051,REDUCTION,2021-02-01,PRO,Other,18-24,Finland,Missing referral type,75
9051,9052,initial,2020-11-01,BASIC,Female,25-34,Sweden,facebook,33
9052,9053,initial,2022-01-01,MAX,Other,18-24,Denmark,facebook,119
9053,9054,REDUCTION,2021-08-01,PRO,Other,18-24,Denmark,Missing referral type,75
9054,9055,CHURN,2021-12-01,BASIC,Male,18-24,Denmark,TV,43
9055,9056,UPGRADE,2021-08-01,PRO,Male,18-24,Sweden,facebook,75
9056,9057,UPGRADE,2020-10-01,MAX,Other,18-24,Norway,Missing referral type,99
9057,9058,UPGRADE,2021-07-01,MAX,Male,18-24,Sweden,Paid Search,109
9058,9059,UPGRADE,2022-10-01,MAX,Other,35-44,Sweden,Missing referral type,119
9059,9060,initial,2022-09-01,BASIC,Male,55-65,Denmark,Google Ads,53
9060,9061,initial,2022-05-01,BASIC,Other,18-24,Sweden,Google Ads,53
9061,9062,initial,2022-10-01,PRO,Other,25-34,Denmark,Organic Search,85
9062,9063,initial,2022-08-01,PRO,Female,25-34,Finland,Missing referral type,85
9063,9064,CHURN,2022-11-01,BASIC,Other,18-24,Norway,Missing referral type,53
9064,9065,UPGRADE,2022-04-01,MAX,Female,45-54,Denmark,facebook,119
9065,9066,CHURN,2022-01-01,PRO,Other,25-34,Sweden,Missing referral type,85
9066,9067,initial,2021-11-01,BASIC,Female,18-24,Norway,Missing referral type,43
9067,9068,CHURN,2022-08-01,BASIC,Other,55-65,Denmark,Paid Search,53
9068,9069,initial,2022-12-01,BASIC,Male,25-34,Denmark,facebook,53
9069,9070,UPGRADE,2022-08-01,MAX,Other,18-24,Denmark,Paid Search,119
9070,9071,CHURN,2022-08-01,BASIC,Female,18-24,Finland,Missing referral type,53
9071,9072,REDUCTION,2022-06-01,BASIC,Other,55-65,Sweden,facebook,53
9072,9073,REDUCTION,2022-07-01,BASIC,Other,35-44,Finland,Missing referral type,53
9073,9074,initial,2022-08-01,BASIC,Male,55-65,Sweden,facebook,53
9074,9075,CHURN,2022-05-01,BASIC,Female,25-34,Sweden,Missing referral type,53
9075,9076,initial,2021-12-01,PRO,Male,25-34,Norway,Display,75
9076,9077,REDUCTION,2022-06-01,BASIC,Other,55-65,Sweden,Missing referral type,53
9077,9078,initial,2022-10-01,BASIC,Male,55-65,Sweden,Missing referral type,53
9078,9079,REDUCTION,2022-09-01,BASIC,Female,18-24,Sweden,Google Ads,53
9079,9080,UPGRADE,2022-04-01,MAX,Female,45-54,Sweden,Missing referral type,119
9080,9081,UPGRADE,2021-06-01,MAX,Female,45-54,Sweden,Paid Search,109
9081,9082,CHURN,2021-07-01,BASIC,Other,18-24,Sweden,Missing referral type,43
9082,9083,UPGRADE,2021-09-01,MAX,Female,18-24,Sweden,Organic Search,109
9083,9084,initial,2022-04-01,MAX,Other,25-34,Denmark,Missing referral type,119
9084,9085,UPGRADE,2022-08-01,MAX,Female,18-24,Sweden,Missing referral type,119
9085,9086,CHURN,2022-10-01,MAX,Other,25-34,Norway,Display,119
9086,9087,REDUCTION,2022-01-01,BASIC,Other,45-54,Norway,TV,53
9087,9088,CHURN,2022-09-01,PRO,Other,35-44,Finland,Missing referral type,85
9088,9089,UPGRADE,2022-04-01,MAX,Male,35-44,Norway,Missing referral type,119
9089,9090,UPGRADE,2022-09-01,MAX,Other,18-24,Sweden,TV,119
9090,9091,REDUCTION,2021-03-01,BASIC,Female,35-44,Sweden,Organic Search,43
9091,9092,UPGRADE,2022-04-01,MAX,Other,45-54,Norway,Organic Search,119
9092,9093,initial,2021-11-01,BASIC,Female,55-65,Finland,Missing referral type,43
9093,9094,REDUCTION,2020-11-01,BASIC,Other,45-54,Denmark,Missing referral type,33
9094,9095,initial,2022-06-01,PRO,Female,25-34,Finland,TV,85
9095,9096,UPGRADE,2022-02-01,PRO,Female,55-65,Norway,Missing referral type,85
9096,9097,UPGRADE,2021-08-01,MAX,Male,45-54,Sweden,Missing referral type,109
9097,9098,initial,2022-02-01,MAX,Other,35-44,Sweden,Display,119
9098,9099,UPGRADE,2022-04-01,PRO,Male,55-65,Finland,Missing referral type,85
9099,9100,initial,2022-03-01,BASIC,Male,45-54,Sweden,Organic Search,53
9100,9101,CHURN,2022-11-01,PRO,Male,25-34,Sweden,facebook,85
9101,9102,initial,2022-12-01,PRO,Female,35-44,Sweden,Missing referral type,85
9102,9103,UPGRADE,2020-08-01,MAX,Male,45-54,Norway,facebook,99
9103,9104,UPGRADE,2021-05-01,PRO,Male,18-24,Norway,Paid Search,75
9104,9105,UPGRADE,2022-06-01,MAX,Other,25-34,Sweden,Missing referral type,119
9105,9106,initial,2021-08-01,BASIC,Female,45-54,Norway,Missing referral type,43
9106,9107,initial,2020-10-01,BASIC,Other,18-24,Denmark,Missing referral type,33
9107,9108,CHURN,2021-02-01,MAX,Male,35-44,Denmark,Missing referral type,109
9108,9109,initial,2022-09-01,BASIC,Male,55-65,Sweden,facebook,53
9109,9110,UPGRADE,2021-11-01,MAX,Other,25-34,Norway,Google Ads,109
9110,9111,initial,2022-03-01,BASIC,Other,25-34,Sweden,facebook,53
9111,9112,CHURN,2022-11-01,MAX,Male,18-24,Finland,Missing referral type,119
9112,9113,REDUCTION,2021-04-01,PRO,Other,18-24,Denmark,Google Ads,75
9113,9114,REDUCTION,2022-01-01,BASIC,Male,18-24,Norway,Organic Search,53
9114,9115,CHURN,2022-06-01,MAX,Male,55-65,Norway,Paid Search,119
9115,9116,initial,2021-02-01,BASIC,Other,18-24,Sweden,Missing referral type,43
9116,9117,initial,2021-07-01,BASIC,Female,35-44,Norway,Paid Search,43
9117,9118,UPGRADE,2021-12-01,MAX,Other,55-65,Sweden,Missing referral type,109
9118,9119,initial,2021-10-01,BASIC,Male,18-24,Denmark,Paid Search,43
9119,9120,initial,2020-08-01,BASIC,Male,35-44,Norway,Missing referral type,33
9120,9121,UPGRADE,2022-01-01,PRO,Other,55-65,Norway,Display,85
9121,9122,REDUCTION,2021-06-01,BASIC,Female,45-54,Sweden,Paid Search,43
9122,9123,UPGRADE,2020-12-01,MAX,Other,18-24,Norway,Missing referral type,99
9123,9124,REDUCTION,2022-04-01,BASIC,Female,55-65,Denmark,Missing referral type,53
9124,9125,CHURN,2020-09-01,BASIC,Male,25-34,Finland,facebook,33
9125,9126,REDUCTION,2022-05-01,BASIC,Female,55-65,Sweden,Missing referral type,53
9126,9127,CHURN,2022-02-01,MAX,Male,18-24,Finland,Missing referral type,119
9127,9128,initial,2022-09-01,BASIC,Other,18-24,Finland,facebook,53
9128,9129,CHURN,2022-09-01,BASIC,Other,55-65,Denmark,Missing referral type,53
9129,9130,UPGRADE,2022-11-01,MAX,Male,18-24,Finland,Missing referral type,119
9130,9131,initial,2022-12-01,BASIC,Other,55-65,Norway,Missing referral type,53
9131,9132,initial,2022-12-01,BASIC,Other,18-24,Finland,Google Ads,53
9132,9133,initial,2021-05-01,PRO,Other,55-65,Sweden,Google Ads,75
9133,9134,initial,2021-06-01,MAX,Female,45-54,Finland,Google Ads,109
9134,9135,REDUCTION,2022-05-01,BASIC,Female,35-44,Denmark,Organic Search,53
9135,9136,initial,2021-08-01,BASIC,Male,45-54,Denmark,Organic Search,43
9136,9137,REDUCTION,2022-10-01,BASIC,Other,55-65,Sweden,Organic Search,53
9137,9138,initial,2022-10-01,BASIC,Other,25-34,Denmark,Missing referral type,53
9138,9139,CHURN,2022-08-01,MAX,Other,45-54,Denmark,Organic Search,119
9139,9140,REDUCTION,2022-04-01,BASIC,Male,18-24,Sweden,Organic Search,53
9140,9141,initial,2022-09-01,PRO,Female,45-54,Finland,Paid Search,85
9141,9142,UPGRADE,2021-12-01,MAX,Other,55-65,Finland,Paid Search,109
9142,9143,CHURN,2021-12-01,PRO,Other,35-44,Denmark,Google Ads,75
9143,9144,initial,2021-12-01,PRO,Female,55-65,Norway,Display,75
9144,9145,UPGRADE,2021-07-01,MAX,Male,55-65,Sweden,Display,109
9145,9146,CHURN,2022-08-01,PRO,Male,35-44,Finland,Organic Search,85
9146,9147,initial,2021-10-01,BASIC,Other,55-65,Norway,facebook,43
9147,9148,initial,2022-01-01,BASIC,Male,35-44,Denmark,TV,53
9148,9149,CHURN,2022-06-01,MAX,Other,35-44,Sweden,facebook,119
9149,9150,UPGRADE,2022-06-01,MAX,Other,45-54,Finland,TV,119
9150,9151,CHURN,2022-07-01,BASIC,Other,55-65,Denmark,Missing referral type,53
9151,9152,initial,2022-12-01,PRO,Other,55-65,Norway,Organic Search,85
9152,9153,UPGRADE,2022-03-01,PRO,Other,45-54,Sweden,Missing referral type,85
9153,9154,CHURN,2022-08-01,BASIC,Female,55-65,Norway,Missing referral type,53
9154,9155,initial,2022-10-01,MAX,Other,55-65,Norway,Missing referral type,119
9155,9156,CHURN,2021-06-01,MAX,Male,18-24,Finland,Missing referral type,109
9156,9157,initial,2021-09-01,BASIC,Female,45-54,Denmark,Missing referral type,43
9157,9158,initial,2022-05-01,BASIC,Male,35-44,Sweden,Paid Search,53
9158,9159,CHURN,2022-07-01,MAX,Other,25-34,Finland,Paid Search,119
9159,9160,REDUCTION,2021-12-01,BASIC,Other,45-54,Finland,Missing referral type,43
9160,9161,initial,2022-08-01,PRO,Male,55-65,Sweden,Missing referral type,85
9161,9162,initial,2022-08-01,BASIC,Female,55-65,Finland,Missing referral type,53
9162,9163,UPGRADE,2022-01-01,PRO,Other,55-65,Denmark,Paid Search,85
9163,9164,initial,2021-03-01,BASIC,Other,18-24,Denmark,Google Ads,43
9164,9165,REDUCTION,2022-07-01,BASIC,Other,45-54,Finland,Missing referral type,53
9165,9166,CHURN,2021-10-01,PRO,Female,35-44,Sweden,Organic Search,75
9166,9167,UPGRADE,2022-01-01,MAX,Other,55-65,Sweden,Missing referral type,119
9167,9168,initial,2021-10-01,BASIC,Male,45-54,Denmark,facebook,43
9168,9169,initial,2022-10-01,MAX,Female,45-54,Norway,Paid Search,119
9169,9170,REDUCTION,2021-07-01,BASIC,Female,55-65,Norway,Missing referral type,43
9170,9171,UPGRADE,2022-04-01,MAX,Female,25-34,Sweden,Google Ads,119
9171,9172,CHURN,2022-02-01,MAX,Other,25-34,Finland,Missing referral type,119
9172,9173,UPGRADE,2021-05-01,PRO,Male,18-24,Finland,Missing referral type,75
9173,9174,CHURN,2022-10-01,BASIC,Female,45-54,Denmark,Missing referral type,53
9174,9175,UPGRADE,2021-12-01,PRO,Other,25-34,Norway,Missing referral type,75
9175,9176,REDUCTION,2022-05-01,BASIC,Other,55-65,Sweden,Organic Search,53
9176,9177,initial,2022-10-01,BASIC,Female,18-24,Denmark,Missing referral type,53
9177,9178,initial,2022-11-01,BASIC,Female,18-24,Finland,Missing referral type,53
9178,9179,UPGRADE,2022-03-01,MAX,Female,45-54,Denmark,Google Ads,119
9179,9180,REDUCTION,2022-07-01,BASIC,Female,18-24,Sweden,Missing referral type,53
9180,9181,REDUCTION,2021-09-01,BASIC,Male,45-54,Sweden,facebook,43
9181,9182,REDUCTION,2022-02-01,PRO,Other,25-34,Denmark,Missing referral type,85
9182,9183,UPGRADE,2022-08-01,PRO,Other,18-24,Sweden,Google Ads,85
9183,9184,initial,2021-11-01,BASIC,Other,25-34,Sweden,TV,43
9184,9185,initial,2021-08-01,BASIC,Male,55-65,Finland,Missing referral type,43
9185,9186,UPGRADE,2022-06-01,PRO,Male,45-54,Denmark,facebook,85
9186,9187,UPGRADE,2022-07-01,MAX,Female,45-54,Sweden,Paid Search,119
9187,9188,UPGRADE,2022-04-01,MAX,Male,55-65,Finland,Paid Search,119
9188,9189,REDUCTION,2022-08-01,PRO,Other,25-34,Norway,Missing referral type,85
9189,9190,initial,2021-09-01,BASIC,Male,35-44,Norway,Organic Search,43
9190,9191,CHURN,2021-09-01,PRO,Male,18-24,Finland,Missing referral type,75
9191,9192,initial,2022-10-01,PRO,Male,25-34,Norway,Missing referral type,85
9192,9193,CHURN,2021-09-01,PRO,Other,18-24,Denmark,Missing referral type,75
9193,9194,UPGRADE,2022-02-01,MAX,Other,45-54,Denmark,Paid Search,119
9194,9195,UPGRADE,2022-08-01,MAX,Female,55-65,Denmark,Missing referral type,119
9195,9196,UPGRADE,2021-02-01,MAX,Female,18-24,Denmark,Google Ads,109
9196,9197,UPGRADE,2022-06-01,MAX,Male,35-44,Sweden,Organic Search,119
9197,9198,CHURN,2021-09-01,BASIC,Male,25-34,Sweden,Missing referral type,43
9198,9199,REDUCTION,2022-10-01,PRO,Other,45-54,Finland,Organic Search,85
9199,9200,initial,2022-06-01,PRO,Male,55-65,Finland,Missing referral type,85
9200,9201,CHURN,2022-05-01,MAX,Other,18-24,Denmark,Missing referral type,119
9201,9202,initial,2021-06-01,PRO,Female,55-65,Sweden,Missing referral type,75
9202,9203,REDUCTION,2021-10-01,BASIC,Female,18-24,Denmark,Missing referral type,43
9203,9204,initial,2021-10-01,BASIC,Male,25-34,Sweden,facebook,43
9204,9205,REDUCTION,2021-12-01,BASIC,Other,25-34,Norway,Missing referral type,43
9205,9206,initial,2022-12-01,PRO,Male,45-54,Finland,Paid Search,85
9206,9207,UPGRADE,2022-09-01,MAX,Other,55-65,Finland,Paid Search,119
9207,9208,initial,2022-02-01,MAX,Other,18-24,Denmark,Missing referral type,119
9208,9209,REDUCTION,2022-08-01,BASIC,Male,35-44,Finland,Display,53
9209,9210,UPGRADE,2021-07-01,MAX,Male,55-65,Denmark,facebook,109
9210,9211,UPGRADE,2021-06-01,MAX,Other,35-44,Norway,Missing referral type,109
9211,9212,initial,2022-01-01,BASIC,Male,45-54,Sweden,facebook,53
9212,9213,initial,2021-05-01,BASIC,Female,18-24,Norway,Missing referral type,43
9213,9214,REDUCTION,2021-10-01,PRO,Female,18-24,Sweden,Organic Search,75
9214,9215,UPGRADE,2020-07-01,MAX,Female,35-44,Sweden,Missing referral type,99
9215,9216,UPGRADE,2022-03-01,PRO,Male,18-24,Finland,Display,85
9216,9217,UPGRADE,2021-01-01,MAX,Female,45-54,Norway,Missing referral type,109
9217,9218,initial,2022-12-01,BASIC,Female,55-65,Finland,Missing referral type,53
9218,9219,initial,2022-01-01,BASIC,Other,45-54,Finland,facebook,53
9219,9220,initial,2022-02-01,BASIC,Other,25-34,Sweden,facebook,53
9220,9221,CHURN,2021-10-01,MAX,Other,18-24,Finland,TV,109
9221,9222,REDUCTION,2022-07-01,BASIC,Female,45-54,Finland,TV,53
9222,9223,REDUCTION,2022-02-01,BASIC,Other,18-24,Sweden,Missing referral type,53
9223,9224,UPGRADE,2021-04-01,MAX,Other,45-54,Sweden,facebook,109
9224,9225,UPGRADE,2022-06-01,MAX,Male,55-65,Finland,Missing referral type,119
9225,9226,UPGRADE,2022-09-01,MAX,Female,18-24,Sweden,Organic Search,119
9226,9227,REDUCTION,2022-06-01,BASIC,Male,18-24,Sweden,facebook,53
9227,9228,UPGRADE,2022-06-01,MAX,Male,25-34,Sweden,Google Ads,119
9228,9229,REDUCTION,2022-11-01,BASIC,Other,45-54,Sweden,Missing referral type,53
9229,9230,initial,2022-07-01,BASIC,Female,55-65,Sweden,Paid Search,53
9230,9231,REDUCTION,2022-10-01,BASIC,Other,18-24,Norway,Paid Search,53
9231,9232,REDUCTION,2020-03-01,BASIC,Other,35-44,Finland,Missing referral type,33
9232,9233,initial,2022-09-01,MAX,Other,35-44,Norway,TV,119
9233,9234,UPGRADE,2022-11-01,PRO,Male,35-44,Norway,Google Ads,85
9234,9235,REDUCTION,2021-12-01,BASIC,Other,45-54,Sweden,facebook,43
9235,9236,UPGRADE,2021-09-01,MAX,Male,55-65,Sweden,facebook,109
9236,9237,UPGRADE,2022-07-01,MAX,Male,55-65,Denmark,Missing referral type,119
9237,9238,REDUCTION,2021-03-01,PRO,Other,35-44,Finland,facebook,75
9238,9239,initial,2020-07-01,BASIC,Male,25-34,Norway,Organic Search,33
9239,9240,REDUCTION,2021-02-01,BASIC,Female,35-44,Norway,Missing referral type,43
9240,9241,UPGRADE,2022-11-01,MAX,Female,55-65,Denmark,Google Ads,119
9241,9242,CHURN,2022-08-01,BASIC,Male,35-44,Finland,Missing referral type,53
9242,9243,initial,2022-07-01,PRO,Female,25-34,Finland,Missing referral type,85
9243,9244,initial,2022-05-01,PRO,Other,55-65,Sweden,Google Ads,85
9244,9245,initial,2021-12-01,BASIC,Female,18-24,Denmark,TV,43
9245,9246,UPGRADE,2022-04-01,MAX,Other,35-44,Denmark,facebook,119
9246,9247,initial,2022-01-01,PRO,Other,55-65,Sweden,facebook,85
9247,9248,initial,2021-09-01,BASIC,Other,45-54,Sweden,Google Ads,43
9248,9249,UPGRADE,2022-01-01,MAX,Other,45-54,Sweden,Missing referral type,119
9249,9250,UPGRADE,2022-10-01,MAX,Female,18-24,Norway,Google Ads,119
9250,9251,REDUCTION,2021-05-01,PRO,Other,25-34,Denmark,Missing referral type,75
9251,9252,UPGRADE,2021-07-01,PRO,Female,18-24,Sweden,Display,75
9252,9253,UPGRADE,2022-02-01,MAX,Male,35-44,Sweden,Google Ads,119
9253,9254,initial,2021-04-01,BASIC,Female,25-34,Sweden,Bing,43
9254,9255,initial,2020-07-01,BASIC,Male,25-34,Sweden,Google Ads,33
9255,9256,REDUCTION,2022-02-01,BASIC,Male,35-44,Norway,Missing referral type,53
9256,9257,UPGRADE,2022-09-01,PRO,Male,18-24,Norway,facebook,85
9257,9258,initial,2022-05-01,BASIC,Male,45-54,Sweden,Missing referral type,53
9258,9259,initial,2022-04-01,BASIC,Male,35-44,Norway,Missing referral type,53
9259,9260,UPGRADE,2022-09-01,MAX,Other,55-65,Denmark,facebook,119
9260,9261,UPGRADE,2021-12-01,PRO,Female,45-54,Norway,facebook,75
9261,9262,CHURN,2022-04-01,PRO,Other,35-44,Sweden,Missing referral type,85
9262,9263,initial,2022-08-01,BASIC,Male,25-34,Sweden,Organic Search,53
9263,9264,REDUCTION,2022-02-01,BASIC,Male,55-65,Sweden,Organic Search,53
9264,9265,UPGRADE,2022-04-01,PRO,Male,35-44,Sweden,Google Ads,85
9265,9266,initial,2022-04-01,PRO,Female,45-54,Norway,Missing referral type,85
9266,9267,initial,2021-10-01,BASIC,Female,55-65,Sweden,Paid Search,43
9267,9268,REDUCTION,2022-07-01,PRO,Other,18-24,Sweden,Missing referral type,85
9268,9269,UPGRADE,2022-09-01,MAX,Other,45-54,Denmark,Missing referral type,119
9269,9270,initial,2021-12-01,BASIC,Female,55-65,Sweden,facebook,43
9270,9271,UPGRADE,2021-08-01,MAX,Male,55-65,Denmark,Missing referral type,109
9271,9272,REDUCTION,2022-06-01,BASIC,Female,35-44,Finland,Missing referral type,53
9272,9273,UPGRADE,2021-10-01,MAX,Other,35-44,Sweden,Missing referral type,109
9273,9274,initial,2022-08-01,PRO,Female,55-65,Finland,Google Ads,85
9274,9275,initial,2022-08-01,BASIC,Other,45-54,Sweden,facebook,53
9275,9276,initial,2022-11-01,MAX,Female,35-44,Norway,Missing referral type,119
9276,9277,initial,2022-11-01,PRO,Male,45-54,Sweden,facebook,85
9277,9278,initial,2022-03-01,BASIC,Female,18-24,Sweden,Bing,53
9278,9279,CHURN,2022-01-01,PRO,Female,18-24,Sweden,Google Ads,85
9279,9280,initial,2021-07-01,BASIC,Female,55-65,Denmark,facebook,43
